,Year,Std_sealevel,Std_avgT,Std_slp,Std_avgRH,Std_PP,Std_avgW,Std_CO2pc
0,1954,-1.38170427434621,-0.9005008899925913,0.5506867147441,0.6238514708130608,-0.8922656703408682,-0.018254189663475147,-1.2870038579262126
1,1954,-1.3334509895117383,-0.6958844573974177,0.9288038437355844,0.017965342988598247,-0.8325727998571889,0.3058406504525733,-1.28734526090629
2,1954,-1.3032926864901937,0.12258127298328622,0.6347127434088478,0.10976627144685022,-0.6533424911495216,0.8189908139696497,-1.2875501026943368
3,1954,-1.7586830621155185,0.9410470033639877,-0.4576256292332079,0.4586097995882062,-0.8017024081331007,1.4401725908587426,-1.2878232250783987
4,1954,-1.9547120317555589,0.12258127298328622,-0.9197687868894879,1.5785811267788818,0.04985014195618458,0.17080113373755312,-1.2880280668664452
5,1954,-2.1718518135106804,0.19078675051500993,-1.0878208442190314,1.2297375986375234,0.07283227633554269,0.41387226382458947,-1.288232908654492
6,1954,-2.099471886258973,-0.2866515922070657,-1.0458078298866813,1.5051403840122792,0.751146559354023,0.44088016716759343,-1.2883694698465231
7,1954,-1.9516962014534043,-0.3548570697387919,-1.2558729015486223,1.5235005697039286,0.5874652194508717,0.38686436048158535,-1.288506031038554
9,1954,-1.0258362986919827,-0.6958844573974177,0.6767257577412455,1.7254626123120846,-0.3835489202340867,-0.18030160972149925,-1.2887108728266006
10,1954,-1.137422019871698,-1.7189666203732952,1.1388689153975255,0.4586097995882062,-0.9307967735247425,-0.23431741640750736,-1.2888474340186318
11,1954,-1.0047254865769015,-2.60563782828572,1.6010120730538056,-0.40431892791936297,-0.9076629418887551,0.7919829106266458,-1.2888474340186318
12,1955,-1.1193270380587712,-3.151281648539522,2.6513374313635114,-1.5242902551100361,-0.9346650535687928,1.4131646875157386,-1.2889157146146473
13,1955,-1.188691135008324,-1.1733228001194933,0.21458260008496552,0.5320505423548089,-0.8594990629089121,4.167970828502151,-1.2889157146146473
14,1955,-1.1615486622889337,-0.08203515961188976,0.3826346574145566,0.2566477569800529,0.6258446253781167,4.248994538531162,-1.2889157146146473
15,1955,-1.5113849773388521,0.19078675051500993,-0.12152151457412118,0.6238514708130608,-0.5319846858459805,3.3037179215260206,-1.2888474340186318
16,1955,-1.7074139469788925,0.19078675051500993,-1.2138598872162245,1.1746570415625728,0.6335053368379027,2.2234017878058596,-1.288779153422616
17,1955,-2.045186940820193,-0.2866515922070657,-1.6760030448725047,1.48678019832063,-0.31422327395443883,4.303010345217171,-1.2887108728266006
18,1955,-2.3075641771076314,-0.2866515922070657,-1.2558729015486223,1.1379366701792715,0.6241001069268783,3.89789179507211,-1.288642592230585
20,1955,-1.9516962014534043,-0.6958844573974177,-0.7517167295599446,2.0375857690701418,1.1151441266363316,3.0876546947819894,-1.2883694698465231
21,1955,-1.5445591106625511,-0.7640899349291413,-0.0795085002417234,1.5235005697039286,-0.23147242046308675,3.4657653415840453,-1.2881646280584764
22,1955,-1.6802714742595022,-2.2646104406270946,0.46666068607930444,0.9726949989544168,-0.7478498820296542,3.3577337282120294,-1.2880280668664452
23,1955,-1.5415432803603968,-2.9466652159443463,1.05484288673273,-0.385958742227711,-0.9307967735247425,2.250409691148864,-1.2878232250783987
24,1956,-1.4932899955259253,-2.9466652159443463,0.5086737004117022,-0.4593994849943136,-0.9346650535687928,3.2767100181830173,-1.2875501026943368
25,1956,-1.6501131712379575,-0.6276789798656915,-0.12152151457412118,0.31172831405500356,-0.9346650535687928,5.032223735478279,-1.28734526090629
26,1956,-1.671223983353039,0.46360866064191203,-0.0795085002417234,0.054685714371896954,-0.9346650535687928,6.193563579227453,-1.2870721385222281
27,1956,-2.066297752935274,0.054375795451560086,-1.0037948155542835,0.9910551846460687,-0.30656256249465286,2.6825361446369276,-1.2867307355421502
28,1956,-2.2110576074386885,-0.08203515961188976,-1.381911944545768,1.3215385270957754,-0.32013946696298645,1.9803306577188233,-1.2864576131580883
29,1956,-2.3256591589205584,-0.2184461146753396,-1.2138598872162245,1.4316996412456766,0.3696279589310154,1.1430856540856984,-1.2861162101780106
30,1956,-2.1718518135106804,-0.4912680248022417,-1.2978859158809724,1.3582588984790767,-0.27189973935482886,1.7372595276317868,-1.2857748071979331
31,1956,-2.078361074143892,-0.6276789798656915,-1.633990030540107,1.7805431693870353,0.19821005893976362,3.5467890516130574,-1.2854334042178555
36,1957,-1.80693634694999,-1.9235830529684685,0.9288038437355844,-0.5328402277609137,-0.9346650535687928,2.0613543677478354,-1.2832484251453586
37,1957,-1.2309127592384865,-1.309733755182943,0.8027648007384389,0.036325528680247604,-0.9115312219328053,4.951200025449267,-1.28277046097325
38,1957,-1.3605934622311286,-0.08203515961188976,0.34062164308215886,0.07304590006354891,-0.5667233576141191,3.76285227835709,-1.2822242162051256
39,1957,-1.659160662144421,0.6000196157053619,-0.12152151457412118,1.0461357417210193,-0.4645552552742004,3.03363888809598,-1.281746252033017
40,1957,-2.153756831697754,1.3502798685543371,-0.8357427582247401,0.14648664283014892,-0.7285084818094024,3.76285227835709,-1.2812000072648928
41,1957,-2.3889915952658023,-0.013829682080166047,-1.2978859158809724,1.3398987127874247,0.5255727387460658,3.3037179215260206,-1.2805854819007532
42,1957,-2.1386776801869813,-0.2866515922070657,-1.2978859158809724,1.6336616838538325,-0.36056678585472857,1.4131646875157386,-1.280039237132629
43,1957,-2.078361074143892,-0.5594735023339654,-1.3398989302133701,1.670382055237134,1.0381577688968977,1.6292279142597708,-1.2794247117684892
44,1957,-1.6169390379142585,-0.7640899349291413,-0.667690700895149,2.239547811678295,0.3755441519395631,0.900014523998662,-1.2788101864043495
45,1957,-1.3696409531375922,-0.9687063675243174,0.3826346574145566,2.4047894829031495,2.7509714934997516,0.927022427341666,-1.2781273804441942
46,1957,-1.0198046380876737,-0.9005008899925913,1.3489339870594668,1.4316996412456766,-0.784408920877346,0.4678880705105976,-1.2775128550800545
47,1957,-1.3485301410225108,-1.5143501877781191,1.1808819297299233,0.6054912851214088,-0.9385333336128432,0.17080113373755312,-1.2768300491198992
48,1958,-0.9353613896273487,-1.582555665309843,1.8951031733804946,-0.2574374423861577,-0.7555105934894403,0.710959200597634,-1.276147243159744
49,1958,-1.1163112077566169,-1.1733228001194933,1.01282987240038,0.017965342988598247,-0.6880811629176602,2.3584413045208796,-1.2753961566035732
50,1958,-1.3666251228354376,0.5318141381736358,0.34062164308215886,0.31172831405500356,-0.8692076873331954,2.0343464644048312,-1.2746450700474024
51,1958,-1.4872583349216164,1.1456634359591638,-0.16353452890651896,-0.1656365139279057,-0.9346650535687928,2.277417594491867,-1.2738939834912315
52,1958,-1.8099521772521443,1.5548963011495132,-1.0458078298866813,-0.27579762807780966,-0.8266566068486413,1.062061944056686,-1.2731428969350609
53,1958,-1.8521738014823068,0.6682250932370856,-1.5919770162077092,0.2933681283633542,-0.029108280119431847,1.6292279142597708,-1.27239181037889
54,1958,-1.9728070135684856,-0.2184461146753396,-1.2138598872162245,1.284818155712474,-0.26021905059436296,0.3598564571385814,-1.2715724432267037
55,1958,-1.936617049942632,-0.3548570697387919,-0.9197687868894879,1.7805431693870353,-0.49550149562660345,0.11678532705154501,-1.2707530760745174
56,1958,-1.83407881966938,-0.5594735023339654,-0.8357427582247401,2.01922558337849,-0.8557066314931764,0.035761617022532964,-1.269933708922331
57,1958,-1.420910068274218,-0.7640899349291413,0.2565956144173633,1.8907042835369365,-0.9385333336128432,0.5219038771966055,-1.2690460611741292
58,1958,-1.0831370744329176,-1.7871720979050187,1.4749730300566122,0.3484486854383049,-0.8402335113169749,0.38686436048158535,-1.2681584134259274
59,1958,-1.2640868925621858,-2.8784597384126225,1.8530901590481446,-0.27579762807780966,-0.9385333336128432,0.035761617022532964,-1.2672707656777256
60,1959,-1.1132953774544623,-2.059994008031921,1.769064130383349,-0.4961198563776149,-0.7863051365852138,0.3058406504525733,-1.2663831179295237
61,1959,-1.3002768561880393,-0.2184461146753396,0.7607517864060411,0.5504107280464582,-0.6456817796897355,2.196393884462856,-1.265495470181322
62,1959,-1.2067861168212508,-0.2184461146753396,0.6767257577412455,0.07304590006354891,-0.7630954563209116,1.1430856540856984,-1.2645395418371046
63,1959,-1.653129001540112,1.1456634359591638,-0.4576256292332079,0.4218894282049049,-0.932768837860925,1.845291141003803,-1.2635836134928873
64,1959,-1.8189996681586078,0.6000196157053619,-1.0037948155542835,1.119576484487622,-0.20257409307518098,1.1700935574287024,-1.2626276851486697
65,1959,-2.3045483468054773,0.6682250932370856,-1.0458078298866813,0.4218894282049049,-0.7901734166292642,0.7649750072836419,-1.261603476208437
66,1959,-2.162804322604217,-0.6958844573974177,-1.1298338585514291,1.853983912153638,-0.33553673851087323,0.25182484376656517,-1.260579267268204
67,1959,-1.942648710546941,-0.3548570697387919,-1.5499640018753114,0.9910551846460687,-0.6610032026093076,0.8459987173126542,-1.2596233389239868
68,1959,-1.6440815106336486,-0.6276789798656915,-0.8777557725570901,1.743822798003734,0.17697244301164383,0.900014523998662,-1.2585308493877383
69,1959,-1.1615486622889337,-0.8322954124608675,0.3826346574145566,1.8172635407703366,0.3581748160554938,0.1437932303945492,-1.2575066404475053
70,1959,-0.9715513532532023,-0.9005008899925913,0.5926997290764977,1.4133394555540273,-0.6013103321256282,-0.18030160972149925,-1.256414150911257
71,1959,-1.1705961531953972,-0.6958844573974177,1.01282987240038,0.10976627144685022,-0.8672356229970127,0.008753713679529028,-1.2553216613750087
96,1962,-0.775522383613162,-2.4010213956905466,1.1808819297299233,-1.1570865412770281,-0.9307967735247425,0.1437932303945492,-1.2235029036317737
97,1962,-1.110279547152308,-1.7189666203732952,1.4329600157242623,-0.9734846843605242,-0.7786444251254279,-0.0992778996924872,-1.2220690111154477
98,1962,-1.1283745289652347,-0.013829682080166047,0.21458260008496552,0.12812645713849957,-0.6726838913697735,0.11678532705154501,-1.2206351185991215
99,1962,-1.3545618016268197,0.8046360483005378,-0.24756055757126674,0.20156719990510222,-0.4934535826621061,0.7379671039406379,-1.2191329454867799
100,1962,-1.6048757167056407,0.6000196157053619,-1.0458078298866813,0.7707329563462635,0.42947252667132424,0.11678532705154501,-1.2176307723744384
101,1962,-1.999949486287876,-0.08203515961188976,-1.2558729015486223,0.9543348132627674,0.030660438992562124,0.27883274710956935,-1.216128599262097
102,1962,-1.9667753529641767,-0.3548570697387919,-1.6760030448725047,1.02777555602937,0.03642493474448026,0.44088016716759343,-1.2146264261497552
103,1962,-1.7677305530219818,-0.6276789798656915,-0.7097037152275468,1.48678019832063,0.94759450668913,0.035761617022532964,-1.2131242530374138
104,1962,-1.7345564196982828,-0.9687063675243174,-1.0458078298866813,2.202827440294994,2.521529392847744,0.008753713679529028,-1.211622079925072
105,1962,-1.2309127592384865,-0.6958844573974177,0.2986086287497611,1.652021869545482,0.6085511381223621,-0.4233727398085356,-1.2100516262167151
106,1962,-0.995677995670438,-1.1733228001194933,0.9288038437355844,0.8808940704961647,-0.7670395849932767,-0.4773885464945436,-1.208481172508358
107,1962,-1.2218652683320232,-2.6738433058174462,1.6430250873862033,-0.587920784835867,-0.9307967735247425,-0.4233727398085356,-1.2069107188000008
108,1963,-1.2037702865190965,-3.9015419013884998,1.8530901590481446,-1.8731337832513932,-0.9346650535687928,-0.28833322309351544,-1.2053402650916438
109,1963,-1.0921845653393811,-1.3779392327146693,1.4329600157242623,-0.1656365139279057,-0.7382171062336856,-0.07226999634948301,-1.2037698113832866
110,1963,-1.2067861168212508,-0.2866515922070657,0.5506867147441,0.21992738559675157,-0.8672356229970127,1.062061944056686,-1.2021310770789142
111,1963,-1.4329733894828358,0.5318141381736358,-0.12152151457412118,0.2566477569800529,-0.520455694342144,1.08906984739969,-1.2004923427745415
112,1963,-1.7104297772810468,1.0774579584274375,-0.9617818012218857,0.6238514708130608,-0.5743840690739052,0.7649750072836419,-1.1989218890661844
113,1963,-2.1597884923020625,0.054375795451560086,-0.9617818012218857,0.935974627571118,-0.19089340431471521,0.3058406504525733,-1.1972831547618117
114,1963,-1.9336012196404775,-0.5594735023339654,-1.0037948155542835,1.4133394555540273,1.099974400973389,-0.018254189663475147,-1.1956444204574392
115,1963,-1.7466197409069006,-0.6276789798656915,-1.0458078298866813,1.670382055237134,0.889949549169948,-0.07226999634948301,-1.193937405557051
116,1963,-1.6320181894250307,-0.6276789798656915,-0.667690700895149,2.01922558337849,0.5488582676386827,-0.07226999634948301,-1.1922986712526784
117,1963,-1.1705961531953972,-0.7640899349291413,0.8447778150707889,2.0926663261450926,0.35233447167526083,-0.6934517732385758,-1.1905916563522903
118,1963,-1.194722795612633,-0.6958844573974177,0.9288038437355844,1.6336616838538325,-0.6631269642021196,-0.774475483267588,-1.1889529220479176
119,1963,-1.2037702865190965,-1.9917885305001948,1.6010120730538056,-0.0003948427030537134,-0.8961339503849185,-0.6394359665525678,-1.1872459071475294
120,1964,-1.324403498605275,0.054375795451560086,1.01282987240038,-1.24888746973528,-0.9231360620649565,-0.5584122565235556,-1.1855388922471415
121,1964,-0.5945725654838938,-0.8322954124608675,0.7187387720736433,-1.1387263555853788,-0.8788404631291639,-0.23431741640750736,-1.1837635967507378
122,1964,-1.0137729774833648,0.46360866064191203,0.3826346574145566,-0.7898828274440203,-0.7824368565411635,0.710959200597634,-1.1820565818503495
123,1964,-1.3153560076988116,1.3502798685543371,-0.5836646722304012,-0.8633235702106229,-0.7670395849932767,0.7919829106266458,-1.1803495669499615
124,1964,-1.6470973409358032,0.19078675051500993,-1.4239249588781657,0.935974627571118,1.7836739366022136,-0.018254189663475147,-1.1785742714535579
125,1964,-1.8883637651081606,0.6682250932370856,-1.0458078298866813,-0.0921957711613057,-0.664871482653358,0.33284855379557743,-1.1767989759571542
126,1964,-1.8310629893672257,-0.013829682080166047,-0.9197687868894879,0.935974627571118,0.8781171631528527,-0.3153411264365194,-1.1750236804607503
127,1964,-2.0512186014245017,-0.2866515922070657,-1.381911944545768,0.6972922135796609,0.2192959776112539,0.1978090370805573,-1.1732483849643467
128,1964,-1.6953506257702746,-0.5594735023339654,-1.2138598872162245,1.835623726461986,1.458283321132094,-0.6664438698955718,-1.171473089467943
129,1964,-1.2701185531664947,-0.2184461146753396,-0.49963864356560567,1.1562968558709208,-0.2699276750186463,-0.3693569331225275,-1.1696977939715394
130,1964,-0.995677995670438,-1.7189666203732952,0.7187387720736433,-0.3308781851527603,-0.7843330722490313,0.008753713679529028,-1.1679224984751357
131,1964,-1.040915450202755,-2.059994008031921,1.6010120730538056,-1.340688398193532,-0.7901734166292642,-0.1532937063784953,-1.1660789223827166
132,1965,-1.5777332439862504,-2.196404963095371,1.7270511160509512,-2.0934560115511984,-0.9307967735247425,-0.28833322309351544,-1.1642353462902972
133,1965,-1.5536066015690146,-0.2866515922070657,0.1725695857526155,0.3851690568216062,0.6375253141385824,-0.18030160972149925,-1.1624600507938936
134,1965,-1.3847201046483644,0.25899222804673605,0.46666068607930444,-0.23907725669450833,-0.7169036416772513,-0.20730951306450318,-1.1606164747014744
135,1965,-1.6561448318422665,1.0092524808957113,-0.4156126149008579,-0.3492383708444097,-0.4163913762943575,0.6569433939116256,-1.1587728986090553
136,1965,-1.936617049942632,0.46360866064191203,-1.0037948155542835,0.4402496138965568,0.32351199291566973,-0.018254189663475147,-1.1568610419206207
137,1965,-2.09042439535251,0.054375795451560086,-0.9617818012218857,0.5504107280464582,-0.1543343654670234,0.33284855379557743,-1.1550174658282015
138,1965,-2.1899467953236074,-0.013829682080166047,-1.1298338585514291,0.017965342988598247,2.633406119611946,0.6299354905686217,-1.1531738897357822
139,1965,-1.671223983353039,0.054375795451560086,-0.7097037152275468,0.6054912851214088,-0.1774681971030109,0.06276952036553714,-1.1512620330473475
140,1965,-1.7375722500004371,-0.42306254727051557,-0.625677686562799,1.119576484487622,0.49310952582736856,-0.28833322309351544,-1.1494184569549284
141,1965,-1.5897965651948682,-0.2184461146753396,0.5506867147441,0.9726949989544168,1.1808290387568734,-0.23431741640750736,-1.1475066002664935
142,1965,-1.5536066015690146,-0.2184461146753396,1.1388689153975255,-0.0003948427030537134,-0.703478434465547,-0.45038064315153953,-1.145594743578059
143,1965,-1.3847201046483644,-0.4912680248022417,0.9288038437355844,-0.9367643129772228,-0.7226681374291694,-0.07226999634948301,-1.143682886889624
144,1973,-0.7061582866636091,-1.446144710246393,1.3489339870594668,-0.385958742227711,-0.9231360620649565,-1.0715624200406322,-0.9662216178452729
145,1973,-0.7001266260593002,0.054375795451560086,1.0968559010651278,-0.18399669961955767,-0.9385333336128432,-0.6394359665525678,-0.9641049193687917
146,1973,-0.6036200563903572,0.3271977055784598,0.34062164308215886,0.7156523992713127,-0.9385333336128432,-0.5043964498375476,-0.9619882208923105
147,1973,-0.9534563714402755,1.4184853460860634,-0.7097037152275468,0.27500794267170225,-0.9385333336128432,-0.0992778996924872,-0.9598715224158292
148,1973,-1.110279547152308,0.5318141381736358,-0.625677686562799,0.8808940704961647,-0.9385333336128432,-0.774475483267588,-0.9577548239393477
149,1973,-1.131390359267389,0.46360866064191203,-1.4659379732105635,0.7890931420379128,-0.32969639413064034,-0.28833322309351544,-0.9556381254628665
150,1973,-1.529479959151779,0.12258127298328622,-1.5499640018753114,0.4953301709715075,-0.4414972722665276,-0.26132531975051126,-0.9535214269863853
151,1973,-1.3696409531375922,-0.013829682080166047,-1.1718468728838267,0.7156523992713127,-0.16593920559917452,-0.6124280632095638,-0.9514047285099039
152,1973,-1.273134383468649,-0.4912680248022417,-0.625677686562799,1.8172635407703366,1.619916748070748,-0.9905387100116202,-0.9492880300334227
153,1973,-0.6066358866925117,-0.5594735023339654,-0.16353452890651896,1.0461357417210193,0.07108775788430435,-1.0175466133546243,-0.9471713315569414
154,1973,-0.5071134867214143,-1.7871720979050187,0.8027648007384389,0.18320701421345026,-0.6572866198218866,-0.8554991932966001,-0.9451229136764756
155,1973,-0.4136227473546258,-3.287692603602972,1.7270511160509512,-0.9184041272855735,-0.8557066314931764,-0.828491289953596,-0.9430062151999944
156,1974,-0.5252084685343411,-2.5374323507539964,0.7607517864060411,-0.22071707100285898,-0.7709078650373271,-1.0445545166976282,-0.940889516723513
157,1974,-0.33521115949860963,-1.582555665309843,0.5086737004117022,-0.385958742227711,-0.9385333336128432,-0.3153411264365194,-0.9388410988430473
158,1974,-0.5191768079300322,-0.2866515922070657,0.5926997290764977,0.18320701421345026,-0.8692076873331954,-0.28833322309351544,-0.9367244003665659
159,1974,-0.859965632073487,0.054375795451560086,-0.49963864356560567,0.935974627571118,-0.11398289520359602,-0.6124280632095638,-0.9346759824861003
160,1974,-1.0107571471812105,0.054375795451560086,-0.8357427582247401,1.0644959274126689,0.39276179056700306,-0.828491289953596,-0.9325592840096188
161,1974,-1.4299575591806815,-0.013829682080166047,-1.381911944545768,0.752372770654614,-0.2912411395750807,-0.5314043531805516,-0.9305108661291531
162,1974,-1.5596382621733236,-0.15024063714361588,-1.0037948155542835,0.6238514708130608,0.07488018930004002,-0.6934517732385758,-0.9284624482486873
163,1974,-1.529479959151779,-0.2866515922070657,-1.5499640018753114,1.193017227254222,0.27132813663514704,-0.828491289953596,-0.9263457497722061
164,1974,-1.0167888077855194,-0.15024063714361588,-0.5416516578980034,1.119576484487622,0.5873893708225572,-0.9635308066686161,-0.9242973318917402
165,1974,-1.0499629411092184,-0.6958844573974177,-0.7097037152275468,2.1661070689116926,2.1188490251249315,-1.2336098400986564,-0.9222489140112744
166,1974,-0.39854359584385346,-1.446144710246393,0.46666068607930444,1.1379366701792715,-0.21023480453496707,-1.0175466133546243,-0.9202004961308087
167,1974,-0.4709235230955607,-1.446144710246393,1.05484288673273,-0.03711521408635503,-0.9385333336128432,-1.0985703233836361,-0.9181520782503431
168,1975,-0.6186992079011296,-1.7189666203732952,1.2228949440623211,0.5871310994297595,-0.6417376510173705,-0.9635308066686161,-0.9161036603698772
169,1975,-0.5191768079300322,-0.5594735023339654,0.7607517864060411,0.20156719990510222,-0.9385333336128432,-0.5854201598665597,-0.9140552424894114
170,1975,-1.2671027228643401,0.5318141381736358,-0.16353452890651896,1.119576484487622,-0.9385333336128432,-0.3693569331225275,-0.9120751052049612
171,1975,-0.7634590624045441,1.2138689134908873,-0.7937297438923423,0.3484486854383049,-0.9385333336128432,-0.4233727398085356,-0.9100266873244954
172,1975,-0.9444088805338121,0.12258127298328622,-1.1298338585514291,1.1562968558709208,-0.9385333336128432,-0.9905387100116202,-0.9079782694440298
173,1975,-1.2942451955837304,-0.08203515961188976,-1.7180160592048546,0.935974627571118,-0.9385333336128432,-0.774475483267588,-0.9059981321595795
174,1975,-1.3123401773966572,-0.15024063714361588,-0.9197687868894879,0.8625338848045154,-0.9385333336128432,-0.828491289953596,-0.9039497142791137
175,1975,-1.1555170016846248,-0.3548570697387919,-1.6760030448725047,1.193017227254222,-0.9385333336128432,-0.5854201598665597,-0.9019695769946634
176,1975,-0.8418706502605602,-0.5594735023339654,-0.7937297438923423,1.7071024266204327,-0.9385333336128432,-1.0715624200406322,-0.8999894397102131
177,1975,-0.7513957411959262,-0.6958844573974177,-0.5836646722304012,1.5969413124705312,-0.9385333336128432,-0.9905387100116202,-0.8980093024257629
178,1975,-0.2236254383188943,-1.309733755182943,0.9288038437355844,0.20156719990510222,-0.9385333336128432,0.11678532705154501,-0.8960291651413127
179,1975,-0.30203702617491046,-3.6287199912615975,1.4329600157242623,-1.2672476554269294,-0.9385333336128432,0.1437932303945492,-0.8940490278568626
180,1976,-0.576477583670967,-3.151281648539522,1.5589990587214078,-1.8547735975597426,-0.9385333336128432,-0.26132531975051126,-0.8920688905724121
181,1976,-0.5221926382321866,-1.241528277651217,0.46666068607930444,0.7707329563462635,-0.6726838913697735,1.1430856540856984,-0.8900887532879619
182,1976,-0.4618760321890973,-0.08203515961188976,0.004517528423024388,0.12812645713849957,-0.9385333336128432,1.3591488808297303,-0.8881086160035118
183,1976,-0.6609208321312922,1.0774579584274375,-0.2895735719036645,-0.569560599144215,-0.6957418743774464,1.1160777507426944,-0.8861284787190615
184,1976,-0.9715513532532023,-0.08203515961188976,-1.0458078298866813,0.9176144418794661,0.07677640500790785,0.6029275872256178,-0.8842166220306268
185,1976,-1.2369444198427955,0.5318141381736358,-1.3398989302133701,-0.3492383708444097,-0.742085386277736,1.6022200109167668,-0.8823047653421919
186,1976,-1.1223428683609258,-0.15024063714361588,-1.1718468728838267,0.6422116565047101,-0.3701237130223825,0.710959200597634,-0.8803246280577418
187,1976,-1.0650420926199908,-0.42306254727051557,-0.667690700895149,1.211377412945874,-0.5473819573938673,0.3598564571385814,-0.8784127713693071
188,1976,-1.001709656274747,-0.2184461146753396,-0.5416516578980034,0.8625338848045154,0.25206258504320994,0.6029275872256178,-0.8765009146808724
189,1976,-0.6428258503183654,-0.2866515922070657,0.13055657142021773,1.2664579700208247,-0.26803145931077843,0.008753713679529028,-0.8745890579924376
190,1976,-0.6759999836420645,-1.446144710246393,1.05484288673273,-0.0003948427030537134,-0.7439057533572891,-0.12628580303549114,-0.8726772013040028
191,1976,-0.5101293170235688,-1.1051173225877673,1.1808819297299233,-1.3039680268102307,-0.9385333336128432,-0.20730951306450318,-0.8707653446155683
